user_id,day,typing_speed,key_press_duration,correction_rate,screen_time,night_usage,unlock_count,movement_intensity,acceleration_variance,task_accuracy,task_completion_time,speed_variance,risk_stage
user_0004,21,31.98,145.26,15.31,8.0,2.4,85,0.62,0.4017,74.88,30.51,0.3897,3
user_0004,22,31.75,145.5,15.26,8.05,2.38,84,0.63,0.4024,74.78,30.4,0.3894,3
user_0004,23,32.08,145.63,15.17,8.0,2.39,84,0.62,0.4,74.68,30.38,0.3893,3
user_0004,24,31.98,145.36,15.29,7.99,2.39,85,0.62,0.4031,74.8,30.59,0.3905,3
user_0004,25,32.02,145.55,15.3,8.0,2.38,84,0.62,0.4028,74.61,30.59,0.3899,3
user_0004,26,31.86,145.16,15.11,8.04,2.41,84,0.62,0.4031,74.56,30.38,0.3901,3
user_0004,27,31.95,145.12,15.23,8.05,2.4,85,0.63,0.4031,74.7,30.59,0.3908,3
user_0004,28,32.01,145.42,15.18,8.0,2.39,85,0.62,0.4025,74.93,30.33,0.391,3
user_0004,29,31.92,145.49,15.22,8.03,2.39,84,0.62,0.4016,74.58,30.57,0.3885,3
user_0004,30,32.09,145.48,15.28,7.98,2.39,85,0.62,0.4003,74.66,30.49,0.3895,3
user_0004,31,32.12,145.36,15.21,8.0,2.4,85,0.62,0.3986,74.76,30.48,0.3907,3
user_0004,32,32.23,145.37,15.21,8.0,2.39,85,0.63,0.4045,74.77,30.49,0.3897,3
user_0004,33,31.97,145.15,15.26,8.04,2.39,84,0.61,0.4036,74.76,30.54,0.3888,3
user_0004,34,32.14,145.26,15.23,8.0,2.38,85,0.63,0.4017,74.66,30.46,0.39,3
user_0004,35,31.75,145.3,15.26,8.06,2.39,84,0.63,0.4015,74.86,30.64,0.3918,3
user_0004,36,31.85,145.87,15.28,8.07,2.39,84,0.63,0.4021,74.85,30.48,0.3915,3
user_0004,37,32.04,145.32,15.3,8.02,2.42,84,0.63,0.3993,74.7,30.49,0.3919,3
user_0004,38,31.83,145.7,15.16,8.06,2.39,85,0.62,0.4038,74.83,30.54,0.3892,3
user_0004,39,31.82,145.12,15.08,8.06,2.39,84,0.63,0.4012,74.64,30.48,0.3892,3
user_0004,40,26.38,159.28,18.36,9.06,3.02,97,0.52,0.4854,69.46,33.98,0.4604,4
user_0004,41,26.23,159.62,18.41,9.07,3.03,97,0.51,0.4864,69.37,34.09,0.4601,4
user_0004,42,26.45,159.22,18.41,9.11,3.02,97,0.52,0.4869,69.42,33.8,0.4598,4
user_0004,43,26.43,159.18,18.4,9.06,3.0,97,0.52,0.4824,69.5,33.88,0.461,4
user_0004,44,26.44,159.33,18.39,9.06,3.01,98,0.52,0.4883,69.39,34.05,0.4592,4
user_0004,45,26.41,159.29,18.38,9.09,3.02,97,0.52,0.4842,69.52,34.1,0.46,4
user_0004,46,26.51,159.49,18.35,9.11,3.01,97,0.52,0.4868,69.58,34.11,0.4606,4
user_0004,47,26.29,158.92,18.3,9.12,3.01,97,0.53,0.4862,69.57,34.05,0.4618,4
user_0004,48,26.38,159.54,18.35,9.09,3.02,97,0.52,0.4873,69.64,34.16,0.4613,4
user_0004,49,26.07,159.83,18.47,9.06,3.03,97,0.52,0.4839,69.39,34.07,0.4614,4
user_0004,50,26.38,159.3,18.24,9.07,3.03,97,0.52,0.4856,69.44,34.01,0.4601,4
user_0004,51,26.55,158.82,18.36,9.06,3.03,97,0.53,0.4888,69.4,34.0,0.4606,4
user_0004,52,26.21,159.53,18.38,9.05,3.02,97,0.53,0.4888,69.5,34.01,0.4605,4
user_0004,53,26.51,159.66,18.39,9.09,3.03,97,0.53,0.4885,69.59,33.88,0.4584,4
user_0004,54,26.44,159.18,18.42,9.12,3.02,97,0.52,0.484,69.4,34.0,0.4601,4
user_0004,55,26.42,160.07,18.41,9.06,3.04,97,0.51,0.485,69.44,33.94,0.4603,4
user_0004,56,26.37,159.64,18.41,9.07,3.03,97,0.51,0.4877,69.59,33.92,0.46,4
user_0004,57,26.19,159.46,18.53,9.1,3.03,97,0.52,0.4875,69.55,34.14,0.4599,4
user_0004,58,26.07,159.64,18.43,9.07,3.02,98,0.52,0.4846,69.48,34.12,0.4627,4
user_0004,59,26.43,159.06,18.55,9.08,3.02,97,0.52,0.4863,69.51,34.13,0.4596,4
user_0005,0,70.78,110.12,3.93,5.77,0.36,40,1.0,0.0814,89.9,17.97,0.1447,0
user_0005,1,70.94,109.66,3.99,5.73,0.34,40,1.0,0.0799,89.78,17.82,0.1429,0
user_0005,2,70.82,110.3,3.96,5.74,0.36,40,1.0,0.0798,90.09,18.18,0.1426,0
user_0005,3,70.78,109.74,3.93,5.74,0.35,40,1.01,0.0819,90.05,18.11,0.1437,0
user_0005,4,70.81,109.83,4.06,5.73,0.34,39,1.0,0.0815,90.15,17.86,0.1448,0
user_0005,5,71.15,110.38,3.97,5.74,0.37,40,1.0,0.0822,89.7,18.07,0.1444,0
user_0005,6,70.9,110.32,3.95,5.72,0.38,39,1.0,0.0814,90.03,18.02,0.143,0
user_0005,7,70.85,109.66,3.99,5.74,0.36,39,1.01,0.082,90.09,18.04,0.1454,0
user_0005,8,71.0,110.14,4.04,5.73,0.38,40,1.0,0.0797,89.82,18.03,0.1444,0
user_0005,9,70.84,109.84,4.12,5.75,0.35,39,1.0,0.081,89.91,17.95,0.143,0
user_0005,10,70.91,109.67,3.78,5.78,0.37,39,1.0,0.0798,90.12,18.19,0.1444,0
user_0005,11,71.08,109.85,3.9,5.72,0.36,39,1.0,0.0815,89.94,18.01,0.1432,0
user_0005,12,70.82,109.49,4.07,5.68,0.37,40,1.0,0.0777,89.91,17.99,0.1433,0
user_0005,13,70.85,110.19,4.05,5.71,0.34,39,1.0,0.0823,89.9,18.05,0.1462,0
user_0005,14,63.05,129.8,8.49,7.22,1.27,57,0.85,0.2017,82.4,22.86,0.2446,1
user_0005,15,62.92,129.93,8.46,7.26,1.25,58,0.84,0.2022,82.5,22.92,0.2447,1
user_0005,16,63.12,129.25,8.54,7.17,1.25,58,0.85,0.1998,82.43,23.21,0.2424,1
user_0005,17,62.77,130.18,8.64,7.23,1.25,58,0.86,0.2026,82.37,23.0,0.2441,1
user_0005,18,62.98,130.17,8.57,7.2,1.27,58,0.85,0.2038,82.34,23.0,0.2437,1
user_0005,19,62.69,129.9,8.69,7.19,1.26,58,0.85,0.2014,82.32,23.02,0.2435,1
user_0005,20,50.6,160.11,15.32,9.48,2.61,85,0.63,0.383,71.17,30.63,0.3946,3
user_0005,21,50.96,159.49,15.27,9.46,2.6,84,0.62,0.3848,71.33,30.69,0.393,3
user_0005,22,50.94,159.49,15.2,9.46,2.62,84,0.63,0.3825,71.43,30.35,0.3955,3
user_0005,23,51.1,159.57,15.33,9.49,2.61,84,0.62,0.3847,71.2,30.58,0.3935,3
user_0005,24,50.81,160.08,15.15,9.47,2.61,85,0.62,0.3822,71.27,30.57,0.3933,3
user_0005,25,50.89,160.11,15.32,9.45,2.61,84,0.63,0.3844,71.1,30.42,0.395,3
user_0005,26,50.7,159.65,15.29,9.47,2.61,85,0.63,0.382,71.17,30.54,0.3941,3
user_0005,27,51.0,159.68,15.24,9.46,2.61,84,0.62,0.382,71.22,30.58,0.3938,3
user_0005,28,50.99,159.95,15.28,9.46,2.61,85,0.63,0.3785,71.22,30.72,0.3939,3
user_0005,29,50.82,159.9,15.27,9.51,2.6,85,0.63,0.3814,71.23,30.6,0.3951,3
user_0005,30,50.76,160.01,15.25,9.48,2.61,84,0.63,0.3815,71.09,30.46,0.3944,3
user_0005,31,51.11,159.96,15.19,9.54,2.61,85,0.62,0.3824,71.28,30.62,0.3953,3
user_0005,32,51.06,159.73,15.21,9.49,2.62,84,0.63,0.3838,71.11,30.42,0.3941,3
user_0005,33,50.98,159.68,15.35,9.49,2.61,84,0.62,0.382,70.99,30.6,0.3941,3
user_0005,34,51.42,160.39,15.24,9.48,2.62,85,0.62,0.3789,71.14,30.56,0.3948,3
user_0005,35,51.09,159.51,15.08,9.5,2.6,84,0.63,0.3828,71.19,30.45,0.3941,3
user_0005,36,50.87,159.47,15.2,9.49,2.61,85,0.62,0.3813,70.98,30.52,0.3957,3
user_0005,37,50.71,159.66,15.27,9.51,2.61,84,0.62,0.3818,71.4,30.53,0.3942,3
user_0005,38,50.98,159.81,15.19,9.5,2.61,85,0.62,0.3836,71.27,30.44,0.3953,3
user_0005,39,50.85,159.61,15.19,9.44,2.61,84,0.62,0.3785,71.19,30.48,0.3939,3
user_0005,40,45.17,173.52,18.43,10.52,3.24,97,0.52,0.4676,66.01,33.96,0.4645,4
user_0005,41,45.29,173.81,18.38,10.53,3.24,97,0.51,0.4635,65.79,33.88,0.4644,4
user_0005,42,45.2,173.94,18.4,10.48,3.25,97,0.52,0.4662,65.86,34.01,0.463,4
user_0005,43,45.06,173.71,18.39,10.52,3.23,97,0.52,0.4655,65.97,33.93,0.4654,4
user_0005,44,45.15,173.93,18.49,10.54,3.24,97,0.53,0.4635,65.85,33.96,0.4655,4
user_0005,45,45.39,173.57,18.38,10.52,3.23,97,0.51,0.468,66.03,34.11,0.4638,4
user_0005,46,45.31,173.45,18.36,10.54,3.25,97,0.52,0.4654,65.81,34.06,0.4635,4
user_0005,47,45.3,173.7,18.34,10.53,3.24,97,0.52,0.4661,66.11,34.01,0.4653,4
user_0005,48,45.12,173.85,18.32,10.49,3.23,97,0.52,0.466,65.8,33.98,0.4646,4
user_0005,49,45.36,173.35,18.33,10.53,3.25,97,0.52,0.4658,66.03,34.07,0.4649,4
user_0005,50,45.21,173.33,18.37,10.56,3.25,97,0.52,0.4662,65.89,33.99,0.4659,4
user_0005,51,45.19,174.21,18.38,10.56,3.23,97,0.52,0.4635,65.97,34.1,0.4634,4
user_0005,52,45.1,173.79,18.39,10.54,3.25,97,0.53,0.4659,65.91,33.84,0.464,4
user_0005,53,45.28,174.05,18.43,10.5,3.24,97,0.53,0.4669,66.03,34.01,0.4647,4
user_0005,54,45.52,173.48,18.37,10.51,3.24,97,0.52,0.462,65.91,34.09,0.4648,4
user_0005,55,45.39,173.74,18.3,10.54,3.23,98,0.52,0.4647,65.89,33.99,0.464,4
user_0005,56,45.5,173.86,18.35,10.58,3.24,97,0.52,0.4661,65.98,33.81,0.4663,4
user_0005,57,45.52,173.71,18.32,10.54,3.24,97,0.52,0.4664,66.09,34.06,0.4632,4
user_0005,58,45.53,174.22,18.64,10.5,3.24,97,0.52,0.4648,66.14,33.92,0.4626,4
user_0005,59,45.26,173.31,18.46,10.48,3.24,97,0.52,0.4681,65.99,33.91,0.4642,4
user_0006,0,60.24,120.12,4.0,2.91,0.35,40,1.0,0.0451,92.58,17.99,0.1048,0
user_0006,1,60.4,120.19,3.91,2.88,0.36,39,1.0,0.0454,92.77,18.1,0.1043,0
user_0006,2,60.29,119.54,4.16,2.95,0.36,39,0.99,0.0472,92.74,18.09,0.1076,0
user_0006,3,60.03,119.42,4.01,2.94,0.35,40,1.01,0.0435,92.76,17.95,0.1055,0
user_0006,4,60.25,119.78,3.92,2.89,0.37,40,1.0,0.0463,92.82,17.96,0.1046,0
user_0006,5,60.26,120.01,3.93,2.89,0.36,40,1.0,0.0439,92.73,17.98,0.1042,0
user_0006,6,60.13,119.65,3.97,2.9,0.37,39,1.0,0.0458,92.69,18.01,0.1054,0
user_0006,7,60.16,119.51,3.98,2.93,0.36,40,1.0,0.0465,92.8,17.98,0.1044,0
user_0006,8,59.96,119.98,4.06,2.92,0.37,39,1.0,0.0444,92.63,18.12,0.1049,0
user_0006,9,60.3,119.68,3.95,2.88,0.35,40,0.99,0.0491,92.66,18.07,0.1052,0
user_0006,10,60.1,119.41,3.99,2.88,0.34,40,1.0,0.0484,92.84,18.17,0.1047,0
user_0006,11,60.16,119.07,3.98,2.91,0.36,39,1.0,0.0418,92.77,18.05,0.1067,0
user_0006,12,60.2,119.69,4.08,2.85,0.35,39,1.0,0.0426,92.87,17.98,0.1057,0
user_0006,13,60.18,120.04,3.86,2.91,0.37,39,1.0,0.045,92.7,17.93,0.1052,0
user_0006,14,60.37,119.58,3.96,2.92,0.36,39,1.0,0.0458,92.84,17.9,0.1063,0
user_0006,15,60.13,119.45,3.9,2.95,0.36,40,0.99,0.0499,92.83,17.97,0.105,0
user_0006,16,60.25,119.9,4.01,2.91,0.36,39,1.0,0.0434,92.8,17.93,0.1038,0
user_0006,17,60.03,119.76,3.98,2.88,0.34,40,1.0,0.0455,92.72,18.04,0.1062,0
user_0006,18,60.17,119.65,4.0,2.9,0.34,40,1.0,0.0489,92.97,17.88,0.105,0
user_0006,19,60.52,119.72,4.02,2.87,0.36,40,1.01,0.045,92.7,17.89,0.1045,0
user_0006,20,59.86,119.71,4.11,2.92,0.37,40,1.0,0.0448,92.67,17.83,0.1054,0
user_0006,21,59.71,119.87,4.01,2.92,0.37,40,1.01,0.0468,92.66,17.98,0.1031,0
user_0006,22,60.01,119.63,4.04,2.89,0.35,39,1.0,0.0488,92.77,18.09,0.1045,0
user_0006,23,59.91,119.42,3.99,2.86,0.35,39,0.99,0.0427,92.77,18.0,0.1061,0
user_0006,24,59.98,119.92,4.11,2.91,0.35,40,1.0,0.0447,92.81,17.99,0.1066,0
user_0006,25,60.08,119.64,3.96,2.88,0.37,40,1.0,0.0449,92.67,17.93,0.107,0
user_0006,26,60.04,119.58,3.91,2.91,0.36,39,1.0,0.0482,92.74,18.01,0.1055,0
user_0006,27,60.35,119.46,3.97,2.9,0.34,39,1.01,0.0471,92.83,17.94,0.1049,0
user_0006,28,59.88,119.96,4.08,2.93,0.38,40,1.01,0.0456,92.56,18.09,0.1035,0
user_0006,29,60.17,119.97,4.02,2.96,0.34,39,1.0,0.0439,92.62,17.92,0.1043,0
user_0006,30,60.13,119.58,4.02,2.92,0.37,39,1.0,0.0475,92.78,18.19,0.1063,0
user_0006,31,60.4,119.1,4.01,2.9,0.36,39,1.0,0.0432,92.78,17.92,0.1049,0
user_0006,32,60.21,119.75,4.08,2.88,0.36,40,1.0,0.0466,92.85,17.96,0.1047,0
user_0006,33,60.23,119.69,4.08,2.92,0.35,40,1.0,0.0473,92.6,18.12,0.1057,0
user_0006,34,60.12,119.92,4.04,2.94,0.37,40,1.0,0.0451,92.73,18.11,0.1049,0
user_0006,35,60.09,120.19,3.99,2.89,0.37,39,0.99,0.0475,92.67,18.0,0.1053,0
user_0006,36,60.18,119.18,3.97,2.93,0.37,39,1.0,0.0448,92.7,17.97,0.1055,0
user_0006,37,60.29,119.79,3.99,2.93,0.35,39,1.0,0.0467,92.69,17.85,0.1057,0
user_0006,38,59.91,119.67,4.09,2.92,0.34,40,1.0,0.044,92.77,17.95,0.1049,0
user_0006,39,60.16,119.57,4.01,2.89,0.35,40,1.01,0.0433,92.81,18.14,0.1069,0
user_0006,40,60.22,119.46,4.05,2.88,0.36,40,1.0,0.0442,92.79,18.19,0.1066,0
user_0006,41,60.25,119.97,4.05,2.92,0.37,39,1.0,0.0458,92.75,17.95,0.1059,0
user_0006,42,60.02,119.59,3.95,2.93,0.36,39,1.0,0.0459,92.9,17.88,0.106,0
user_0006,43,60.21,119.51,4.11,2.92,0.35,39,1.0,0.0458,92.64,17.9,0.1062,0
user_0006,44,59.85,119.8,3.99,2.92,0.36,40,1.0,0.0458,92.79,18.02,0.1057,0
user_0006,45,60.0,119.58,3.96,2.9,0.37,39,0.99,0.0467,92.87,17.87,0.1073,0
user_0006,46,60.21,119.98,4.11,2.93,0.36,40,1.0,0.0475,92.86,17.89,0.1061,0
user_0006,47,60.12,119.76,4.01,2.91,0.37,39,0.99,0.043,92.85,17.92,0.1055,0
user_0006,48,60.13,119.5,4.06,2.9,0.36,40,1.0,0.0445,92.83,18.14,0.1039,0
user_0006,49,60.19,119.65,4.05,2.88,0.38,39,1.0,0.0466,92.67,17.92,0.1056,0
user_0006,50,60.16,119.73,4.06,2.9,0.36,39,1.0,0.0455,92.69,17.96,0.1065,0
user_0006,51,60.11,119.56,4.0,2.91,0.35,39,1.0,0.0457,92.81,18.01,0.1066,0
user_0006,52,60.14,120.17,3.97,2.89,0.36,40,0.99,0.0456,92.68,18.01,0.1054,0
user_0006,53,60.35,119.7,4.1,2.9,0.37,40,1.01,0.0437,92.62,18.18,0.1046,0
user_0006,54,60.04,119.51,4.09,2.88,0.36,39,1.01,0.0451,92.78,17.88,0.1076,0
user_0006,55,60.11,119.73,4.12,2.89,0.38,39,1.0,0.0451,92.6,18.04,0.106,0
user_0006,56,59.95,119.65,4.09,2.92,0.36,39,1.01,0.0437,92.73,17.85,0.1067,0
user_0006,57,60.14,119.77,4.21,2.89,0.38,39,1.0,0.0499,92.72,17.86,0.1056,0
user_0006,58,60.12,119.82,3.99,2.96,0.36,39,1.0,0.0447,92.72,17.91,0.1075,0
user_0006,59,60.04,119.9,3.98,2.88,0.36,40,1.0,0.042,92.62,18.1,0.1044,0
user_0007,0,61.59,102.28,4.11,4.57,0.38,40,1.0,0.1132,95.92,17.95,0.1668,0
user_0007,1,61.66,102.66,4.04,4.58,0.39,40,1.01,0.1148,96.02,17.9,0.1655,0
user_0007,2,61.72,102.56,4.04,4.58,0.41,39,1.0,0.1146,96.0,18.06,0.1673,0
user_0007,3,61.68,102.44,4.0,4.64,0.4,40,1.0,0.1161,96.12,18.0,0.1666,0
user_0007,4,61.61,101.63,4.02,4.57,0.41,40,0.99,0.1146,95.96,18.05,0.1672,0
user_0007,5,61.77,102.22,4.0,4.55,0.4,40,1.0,0.1146,96.11,18.16,0.1666,0
user_0007,6,61.64,102.15,3.93,4.59,0.4,39,1.0,0.114,96.01,18.03,0.1654,0
user_0007,7,61.82,102.25,4.05,4.55,0.4,40,1.0,0.1131,96.09,17.88,0.1667,0
user_0007,8,61.78,102.62,4.0,4.56,0.4,40,0.99,0.1158,96.06,18.12,0.1658,0
user_0007,9,61.15,102.49,4.02,4.54,0.38,40,1.0,0.1157,96.0,17.79,0.1667,0
user_0007,10,61.58,102.32,3.99,4.59,0.39,39,1.0,0.1117,95.86,18.07,0.1674,0
user_0007,11,61.61,102.07,3.95,4.58,0.38,39,1.0,0.1168,96.02,18.08,0.165,0
user_0007,12,61.72,102.22,4.02,4.58,0.41,39,1.0,0.1142,96.05,17.98,0.1661,0
user_0007,13,61.62,102.4,4.02,4.59,0.4,40,0.99,0.1159,95.95,18.06,0.1675,0
user_0007,14,53.34,122.44,8.46,6.07,1.31,57,0.85,0.2348,88.63,22.99,0.2681,1
user_0007,15,53.7,121.88,8.46,6.07,1.3,57,0.86,0.2354,88.58,23.12,0.2693,1
user_0007,16,53.75,122.66,8.51,6.08,1.29,57,0.85,0.2326,88.56,22.83,0.2671,1
user_0007,17,53.62,122.46,8.46,6.16,1.31,57,0.85,0.2337,88.46,22.87,0.2673,1
user_0007,18,53.52,122.66,8.57,6.12,1.28,58,0.85,0.2339,88.49,23.16,0.2671,1
user_0007,19,53.72,122.21,8.41,6.07,1.29,57,0.85,0.2321,88.45,23.07,0.2675,1
user_0007,20,41.56,152.17,15.17,8.33,2.65,85,0.62,0.4129,77.34,30.42,0.4164,3
user_0007,21,41.82,152.63,15.26,8.3,2.65,85,0.62,0.4167,77.44,30.67,0.4172,3
user_0007,22,41.71,152.77,15.28,8.32,2.64,85,0.62,0.4144,77.42,30.28,0.4185,3
user_0007,23,41.79,152.3,15.29,8.34,2.66,85,0.62,0.4155,77.29,30.51,0.4162,3
user_0007,24,41.89,152.68,15.19,8.3,2.64,85,0.63,0.4165,77.39,30.6,0.4172,3
user_0007,25,41.42,152.37,15.33,8.33,2.65,84,0.62,0.4145,77.35,30.43,0.4167,3
user_0007,26,41.48,152.7,15.23,8.37,2.66,84,0.62,0.4115,77.17,30.36,0.4183,3
user_0007,27,41.64,152.52,15.08,8.31,2.65,85,0.62,0.4155,77.48,30.48,0.417,3
user_0007,28,41.65,153.02,15.09,8.35,2.64,85,0.62,0.4146,77.39,30.81,0.4177,3
user_0007,29,41.5,152.31,15.22,8.29,2.64,85,0.62,0.4162,77.36,30.43,0.4168,3
user_0007,30,41.86,152.6,15.25,8.33,2.64,84,0.61,0.4177,77.33,30.54,0.4169,3
user_0007,31,41.51,152.37,15.13,8.39,2.63,84,0.62,0.4166,77.32,30.38,0.4182,3
user_0007,32,41.73,152.55,15.3,8.4,2.66,84,0.63,0.4152,77.37,30.33,0.4167,3
user_0007,33,41.5,152.63,15.33,8.28,2.64,85,0.62,0.4157,77.35,30.53,0.4166,3
user_0007,34,41.44,152.14,15.3,8.34,2.64,84,0.62,0.4162,77.28,30.37,0.4177,3
user_0007,35,41.59,152.43,15.37,8.33,2.65,84,0.62,0.4156,77.16,30.52,0.417,3
user_0007,36,41.63,152.68,15.28,8.37,2.63,85,0.63,0.413,77.41,30.73,0.4169,3
user_0007,37,41.7,152.44,15.2,8.29,2.64,84,0.63,0.4145,77.28,30.59,0.4158,3
user_0007,38,41.51,152.44,15.33,8.35,2.65,85,0.63,0.4149,77.21,30.5,0.4158,3
user_0007,39,41.64,152.3,15.44,8.33,2.63,84,0.63,0.4171,77.26,30.34,0.4177,3
user_0007,40,35.82,166.31,18.38,9.38,3.28,97,0.52,0.4986,72.08,34.01,0.4874,4
user_0007,41,36.15,166.52,18.43,9.35,3.27,97,0.52,0.4976,72.0,33.94,0.4875,4
user_0007,42,36.18,166.32,18.47,9.39,3.27,97,0.52,0.4991,72.29,33.91,0.4874,4
user_0007,43,35.94,166.2,18.4,9.39,3.3,97,0.51,0.499,71.86,33.99,0.4869,4
user_0007,44,36.14,166.66,18.36,9.38,3.27,97,0.52,0.4967,72.02,33.9,0.4875,4
user_0007,45,36.29,166.09,18.26,9.38,3.27,97,0.52,0.4983,72.1,34.1,0.485,4
user_0007,46,35.97,166.47,18.33,9.43,3.27,97,0.52,0.4978,71.88,33.96,0.4879,4
user_0007,47,35.97,166.21,18.47,9.38,3.27,97,0.52,0.5022,72.15,34.12,0.4864,4
user_0007,48,35.87,166.44,18.41,9.36,3.27,97,0.52,0.4994,72.09,33.95,0.4864,4
user_0007,49,35.84,166.87,18.4,9.38,3.26,98,0.51,0.498,72.11,34.06,0.4879,4
user_0007,50,36.29,166.55,18.32,9.38,3.28,98,0.51,0.5004,72.08,34.08,0.4868,4
user_0007,51,35.9,166.61,18.45,9.41,3.27,97,0.51,0.4999,72.11,33.9,0.4864,4
user_0007,52,35.95,166.05,18.34,9.36,3.27,97,0.51,0.5017,72.19,33.92,0.4872,4
user_0007,53,36.09,166.72,18.34,9.41,3.27,97,0.52,0.5006,72.32,33.88,0.4876,4
user_0007,54,35.96,166.62,18.29,9.35,3.27,97,0.52,0.4996,72.17,34.06,0.4885,4
user_0007,55,36.09,166.12,18.5,9.37,3.28,97,0.52,0.4964,71.97,34.13,0.4867,4
user_0007,56,36.04,166.61,18.45,9.39,3.27,97,0.52,0.4995,72.04,34.11,0.4868,4
user_0007,57,35.9,166.23,18.33,9.38,3.29,97,0.52,0.4977,72.04,33.85,0.4867,4
user_0007,58,35.99,166.55,18.42,9.36,3.28,97,0.52,0.4986,72.01,34.02,0.4874,4
user_0007,59,35.76,166.29,18.38,9.39,3.29,97,0.52,0.4979,71.98,33.97,0.4877,4
user_0008,0,51.24,119.56,3.93,2.65,0.25,40,1.0,0.0922,97.19,17.97,0.1098,0
user_0008,1,51.48,119.2,3.95,2.64,0.24,39,0.99,0.0915,97.41,18.08,0.1099,0
user_0008,2,51.45,119.55,3.95,2.64,0.26,39,1.0,0.0932,97.54,18.04,0.1118,0
user_0008,3,51.49,119.41,4.05,2.61,0.25,39,1.0,0.0921,97.31,17.9,0.1107,0
user_0008,4,51.63,119.19,3.9,2.69,0.23,40,0.99,0.0941,97.32,17.94,0.112,0
user_0008,5,51.58,119.08,3.94,2.6,0.25,39,1.0,0.0943,97.37,17.93,0.1127,0
user_0008,6,51.51,118.94,3.98,2.65,0.24,40,1.0,0.0925,97.25,18.07,0.1117,0
user_0008,7,51.42,119.18,3.77,2.66,0.24,39,0.99,0.0928,97.22,18.08,0.1122,0
user_0008,8,51.62,118.63,3.96,2.62,0.23,39,0.99,0.0937,97.43,18.07,0.1116,0
user_0008,9,51.87,119.56,3.99,2.63,0.26,40,0.99,0.095,97.33,17.91,0.1098,0
user_0008,10,51.53,119.28,4.12,2.66,0.24,40,1.0,0.0935,97.29,17.95,0.1121,0
user_0008,11,51.63,119.2,3.8,2.61,0.25,39,1.01,0.095,97.35,18.06,0.1123,0
user_0008,12,51.55,118.93,4.07,2.67,0.23,39,1.0,0.0925,97.36,18.12,0.1095,0
user_0008,13,51.81,119.18,4.04,2.65,0.25,40,1.0,0.0938,97.29,17.82,0.1105,0
user_0008,14,41.95,143.08,9.34,4.48,1.33,61,0.82,0.2368,88.36,24.04,0.2313,1
user_0008,15,41.87,143.58,9.45,4.38,1.32,61,0.82,0.2387,88.35,23.86,0.2314,1
user_0008,16,42.05,143.22,9.35,4.45,1.34,61,0.83,0.2365,88.35,24.0,0.2319,1
user_0008,17,42.04,143.05,9.45,4.4,1.31,62,0.82,0.2385,88.52,23.77,0.2329,1
user_0008,18,42.07,143.69,9.31,4.47,1.32,61,0.82,0.2386,88.35,23.82,0.2286,1
user_0008,19,42.0,143.21,9.43,4.43,1.34,61,0.82,0.2379,88.31,24.01,0.2305,1
user_0008,20,41.97,143.16,9.32,4.49,1.31,61,0.82,0.2379,88.22,24.08,0.2338,2
user_0008,21,41.84,143.58,9.37,4.48,1.35,61,0.81,0.2388,88.37,24.05,0.2314,2
user_0008,22,41.84,143.57,9.42,4.4,1.33,61,0.82,0.2398,88.29,23.98,0.2325,2
user_0008,23,41.98,142.93,9.41,4.43,1.33,61,0.82,0.2358,88.33,24.1,0.231,2
user_0008,24,41.96,143.04,9.31,4.44,1.33,62,0.82,0.2373,88.22,24.06,0.2322,2
user_0008,25,42.19,143.56,9.43,4.43,1.33,61,0.82,0.2386,88.32,23.85,0.2331,2
user_0008,26,42.06,143.2,9.44,4.44,1.34,61,0.82,0.2398,88.41,24.18,0.2305,2
user_0008,27,42.13,143.53,9.27,4.43,1.32,61,0.82,0.2387,88.31,24.02,0.232,2
user_0008,28,41.97,143.1,9.45,4.4,1.32,61,0.82,0.2363,88.42,24.02,0.2325,2
user_0008,29,41.98,142.68,9.49,4.49,1.34,60,0.82,0.2367,88.24,24.01,0.2316,2
user_0008,30,42.05,143.29,9.32,4.42,1.32,61,0.81,0.2371,88.49,23.95,0.231,2
user_0008,31,41.79,143.29,9.49,4.49,1.33,61,0.82,0.2368,88.41,23.97,0.2316,2
user_0008,32,41.97,143.13,9.39,4.39,1.33,62,0.82,0.238,88.43,24.13,0.2315,2
user_0008,33,41.7,143.34,9.41,4.43,1.32,61,0.82,0.2379,88.33,24.04,0.2315,2
user_0008,34,42.07,143.12,9.41,4.4,1.32,61,0.81,0.2369,88.11,23.86,0.2306,2
user_0008,35,41.98,143.36,9.4,4.43,1.32,61,0.82,0.2369,88.48,24.19,0.2305,2
user_0008,36,47.65,130.05,6.27,3.39,0.69,49,0.93,0.1515,93.6,20.27,0.1615,1
user_0008,37,47.43,129.36,6.13,3.38,0.7,48,0.92,0.1538,93.54,20.48,0.161,1
user_0008,38,47.87,128.89,6.46,3.38,0.7,48,0.92,0.1522,93.66,20.36,0.1621,1
user_0008,39,47.24,129.35,6.31,3.36,0.7,49,0.93,0.1521,93.88,20.26,0.1614,1
user_0008,40,47.31,129.74,6.23,3.38,0.7,48,0.92,0.1515,93.62,20.54,0.1625,1
user_0008,41,47.86,128.73,6.24,3.42,0.69,48,0.92,0.1539,93.63,20.57,0.161,1
user_0008,42,47.61,129.04,6.27,3.39,0.69,49,0.92,0.1532,93.52,20.68,0.1624,1
user_0008,43,47.47,129.21,6.39,3.36,0.68,49,0.93,0.1544,93.67,20.68,0.16,1
